date,author,lysis,lysis_temp,beads,bead_conc_mg_ml,wash1,wash2,elution,elution_temp,sample_type,sample_name,sample_volume,concentration,bead_beating,pretreatment_buffer,pretreatment_heating,target_type,target_name,cq,standard,unique_id
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.13,FALSE,Data_01002_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.31,FALSE,Data_01003_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.43,FALSE,Data_01004_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.26,FALSE,Data_01005_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.28,FALSE,Data_01006_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.46,FALSE,Data_01007_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.52,FALSE,Data_01008_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.34,FALSE,Data_01009_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.59,FALSE,Data_01010_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.39,FALSE,Data_01011_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.66,FALSE,Data_01012_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,GAPDH,19.44,FALSE,Data_01013_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,22.78,FALSE,Data_00854_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.27,FALSE,Data_00855_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.02,FALSE,Data_00856_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.14,FALSE,Data_00857_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.11,FALSE,Data_00858_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.09,FALSE,Data_00859_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.11,FALSE,Data_00860_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.14,FALSE,Data_00861_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.22,FALSE,Data_00862_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.05,FALSE,Data_00863_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.26,FALSE,Data_00864_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.03,FALSE,Data_00865_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.25,FALSE,Data_00866_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.13,FALSE,Data_00867_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.06,FALSE,Data_00868_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.35,FALSE,Data_00869_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.36,FALSE,Data_00870_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.07,FALSE,Data_00871_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.37,FALSE,Data_00872_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.14,FALSE,Data_00873_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.26,FALSE,Data_00874_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.32,FALSE,Data_00875_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.47,FALSE,Data_00876_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.49,FALSE,Data_00877_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.63,FALSE,Data_00878_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.46,FALSE,Data_00879_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.75,FALSE,Data_00880_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.89,FALSE,Data_00881_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.67,FALSE,Data_00882_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,25.09,FALSE,Data_00883_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,26.11,FALSE,Data_00884_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,26.13,FALSE,Data_00885_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.47,FALSE,Data_01110_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.38,FALSE,Data_01111_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.42,FALSE,Data_01112_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.49,FALSE,Data_01113_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.46,FALSE,Data_01114_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.45,FALSE,Data_01115_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.42,FALSE,Data_01116_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.61,FALSE,Data_01117_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.59,FALSE,Data_01118_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.51,FALSE,Data_01119_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.63,FALSE,Data_01120_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.55,FALSE,Data_01121_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.61,FALSE,Data_01122_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.6,FALSE,Data_01123_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.58,FALSE,Data_01124_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.64,FALSE,Data_01125_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.13,FALSE,Data_01126_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,24.13,FALSE,Data_01127_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.56,FALSE,Data_01128_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.73,FALSE,Data_01129_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.67,FALSE,Data_01130_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.87,FALSE,Data_01131_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.71,FALSE,Data_01132_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.88,FALSE,Data_01133_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.93,FALSE,Data_01134_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.69,FALSE,Data_01135_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.98,FALSE,Data_01136_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,24.07,FALSE,Data_01137_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,23.97,FALSE,Data_01138_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,24.2,FALSE,Data_01139_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,26.19,FALSE,Data_01140_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,RNAseP,25.96,FALSE,Data_01141_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.03,FALSE,Data_00886_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.33,FALSE,Data_00887_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.14,FALSE,Data_00888_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.29,FALSE,Data_00889_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.32,FALSE,Data_00890_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.39,FALSE,Data_00891_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.16,FALSE,Data_00892_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,24.97,FALSE,Data_00893_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.6,FALSE,Data_00894_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.02,FALSE,Data_00895_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.08,FALSE,Data_00896_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.91,FALSE,Data_00897_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.19,FALSE,Data_00898_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.02,FALSE,Data_00899_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.42,FALSE,Data_00900_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.09,FALSE,Data_00901_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.35,FALSE,Data_00902_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.24,FALSE,Data_00903_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.21,FALSE,Data_00904_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.42,FALSE,Data_00905_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.51,FALSE,Data_00906_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.23,FALSE,Data_00907_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.28,FALSE,Data_00908_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.67,FALSE,Data_00909_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.2,FALSE,Data_00910_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.77,FALSE,Data_00911_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.71,FALSE,Data_00912_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.38,FALSE,Data_00913_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.89,FALSE,Data_00914_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,28.94,FALSE,Data_00915_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,29.3,FALSE,Data_00916_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,29.36,FALSE,Data_00917_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.14,FALSE,Data_01046_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.08,FALSE,Data_01047_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.22,FALSE,Data_01048_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.16,FALSE,Data_01049_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.16,FALSE,Data_01050_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.22,FALSE,Data_01051_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.27,FALSE,Data_01052_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.18,FALSE,Data_01053_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.23,FALSE,Data_01054_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.3,FALSE,Data_01055_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.27,FALSE,Data_01056_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.27,FALSE,Data_01057_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.26,FALSE,Data_01058_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.33,FALSE,Data_01059_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.26,FALSE,Data_01060_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.33,FALSE,Data_01061_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.29,FALSE,Data_01062_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.36,FALSE,Data_01063_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.55,FALSE,Data_01064_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.14,FALSE,Data_01065_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.45,FALSE,Data_01066_12072021
7/12/2021,Fred,v90_4w320,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.25,FALSE,Data_01067_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.31,FALSE,Data_01068_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.4,FALSE,Data_01069_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.47,FALSE,Data_01070_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.28,FALSE,Data_01071_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.36,FALSE,Data_01072_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.41,FALSE,Data_01073_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.52,FALSE,Data_01074_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.33,FALSE,Data_01075_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,30.91,FALSE,Data_01076_12072021
7/12/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,30.38,FALSE,Data_01077_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.26,FALSE,Data_01142_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.17,FALSE,Data_01143_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.3,FALSE,Data_01144_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.19,FALSE,Data_01145_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.22,FALSE,Data_01146_12072021
7/12/2021,Fred,v90_4w317,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.28,FALSE,Data_01147_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.25,FALSE,Data_01148_12072021
7/12/2021,Fred,v90_4w315,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.29,FALSE,Data_01149_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.38,FALSE,Data_01150_12072021
7/12/2021,Fred,v90_4w312,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.23,FALSE,Data_01151_12072021
7/12/2021,Fred,v90_4w319,,2:3 0504:CS25,30,bw1_tns,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,25.34,FALSE,Data_01152_12072021
